,mean,sd,hpd_3%,hpd_97%
α[53],0.692,0.096,0.523,0.88
α[54],0.909,0.07,0.784,0.993
α[55],0.169,0.025,0.125,0.216
α[56],0.874,0.083,0.723,0.985
α[57],0.835,0.081,0.677,0.952
α[58],0.014,0.004,0.007,0.021
α[59],0.685,0.066,0.569,0.81
α[60],0.762,0.076,0.618,0.892
α[61],0.176,0.02,0.137,0.211
α[62],0.39,0.04,0.313,0.458
α[63],0.095,0.015,0.071,0.125
α[64],0.928,0.072,0.803,0.997
α[65],0.888,0.098,0.709,0.992
α[66],0.758,0.081,0.602,0.895
iotaP[0],0.314,0.199,0.012,0.68
iotaP[1],0.494,0.091,0.337,0.668
iotaP[2],0.498,0.2,0.155,0.869
iotaP[3],0.6,0.153,0.307,0.864
iotaP[4],0.285,0.056,0.187,0.391
iotaP[5],0.521,0.198,0.173,0.885
iotaP[6],0.507,0.196,0.156,0.857
iotaP[7],0.505,0.151,0.212,0.768
iotaP[8],0.598,0.167,0.299,0.903
iotaP[9],0.506,0.099,0.326,0.696
iotaP[10],0.732,0.171,0.423,0.983
iotaP[11],0.696,0.122,0.476,0.907
iotaP[12],0.354,0.07,0.22,0.474
iotaP[13],0.605,0.118,0.357,0.808
iotaP[14],0.578,0.141,0.312,0.827
iotaP[15],0.514,0.129,0.276,0.745
iotaP[16],0.618,0.11,0.405,0.814
iotaP[17],0.467,0.195,0.133,0.822
iotaP[18],0.374,0.071,0.244,0.511
iotaP[19],0.246,0.171,0.01,0.565
iotaP[20],0.464,0.11,0.252,0.659
iotaP[21],0.5,0.199,0.142,0.855
iotaP[22],0.595,0.155,0.301,0.854
iotaP[23],0.278,0.061,0.169,0.39
iotaP[24],0.588,0.149,0.299,0.842
iotaP[25],0.442,0.083,0.293,0.601
iotaP[26],0.507,0.08,0.356,0.641
iotaP[27],0.49,0.203,0.131,0.855
iotaP[28],0.501,0.201,0.158,0.869
iotaP[29],0.652,0.192,0.307,0.959
iotaP[30],0.505,0.153,0.223,0.775
iotaP[31],0.359,0.062,0.249,0.482
iotaP[32],0.503,0.199,0.157,0.86
iotaP[33],0.558,0.129,0.321,0.786
iotaP[34],0.026,0.026,0.002,0.068
iotaP[35],0.354,0.076,0.224,0.508
iotaP[36],0.571,0.117,0.354,0.78
iotaP[37],0.361,0.056,0.258,0.462
iotaP[38],0.565,0.184,0.221,0.862
iotaP[39],0.601,0.132,0.36,0.832
iotaP[40],0.31,0.07,0.181,0.441
iotaP[41],0.503,0.132,0.25,0.728
iotaP[42],0.522,0.206,0.175,0.887
iotaP[43],0.433,0.118,0.223,0.649
iotaP[44],0.285,0.071,0.16,0.424
iotaP[45],0.133,0.046,0.058,0.218
iotaP[46],0.492,0.139,0.266,0.743
iotaP[47],0.597,0.153,0.341,0.869
iotaP[48],0.65,0.156,0.366,0.913
iotaP[49],0.511,0.193,0.158,0.845
iotaP[50],0.501,0.205,0.13,0.846
iotaP[51],0.435,0.131,0.199,0.692
iotaP[52],0.576,0.153,0.268,0.822
iotaP[53],0.571,0.143,0.311,0.824
iotaP[54],0.628,0.157,0.341,0.892
iotaP[55],0.519,0.086,0.362,0.677
iotaP[56],0.476,0.129,0.249,0.712
iotaP[57],0.486,0.133,0.253,0.733
iotaP[58],0.49,0.207,0.138,0.877
iotaP[59],0.64,0.151,0.344,0.884
iotaP[60],0.463,0.114,0.246,0.667
iotaP[61],0.222,0.045,0.142,0.304
iotaP[62],0.61,0.135,0.387,0.863
iotaP[63],0.452,0.141,0.209,0.73
iotaP[64],0.575,0.151,0.312,0.859
iotaP[65],0.677,0.155,0.382,0.934
iotaP[66],0.561,0.122,0.345,0.794
iotaPabs[0],0.39,0.177,0.071,0.7
iotaPabs[1],0.261,0.042,0.184,0.339
iotaPabs[2],0.357,0.177,0.053,0.667
iotaPabs[3],0.211,0.037,0.144,0.275
iotaPabs[4],0.392,0.091,0.228,0.561
iotaPabs[5],0.344,0.179,0.051,0.68
iotaPabs[6],0.351,0.176,0.034,0.656
iotaPabs[7],0.188,0.035,0.127,0.253
iotaPabs[8],0.144,0.02,0.106,0.179
iotaPabs[9],0.296,0.05,0.206,0.391
iotaPabs[10],0.279,0.174,0.021,0.613
iotaPabs[11],0.364,0.052,0.267,0.458
iotaPabs[12],0.323,0.091,0.176,0.513
iotaPabs[13],0.632,0.107,0.443,0.831
iotaPabs[14],0.199,0.037,0.135,0.27
iotaPabs[15],0.323,0.065,0.198,0.438
iotaPabs[16],0.312,0.048,0.228,0.401
iotaPabs[17],0.35,0.177,0.086,0.72
iotaPabs[18],0.141,0.044,0.072,0.224
iotaPabs[19],0.472,0.199,0.109,0.805
iotaPabs[20],0.246,0.039,0.177,0.324
iotaPabs[21],0.338,0.182,0.04,0.667
iotaPabs[22],0.206,0.041,0.135,0.284
iotaPabs[23],0.162,0.028,0.108,0.214
iotaPabs[24],0.17,0.028,0.118,0.221
iotaPabs[25],0.276,0.045,0.192,0.358
iotaPabs[26],0.229,0.064,0.119,0.345
iotaPabs[27],0.341,0.176,0.053,0.656
iotaPabs[28],0.343,0.179,0.073,0.69
iotaPabs[29],0.314,0.179,0.047,0.65
iotaPabs[30],0.218,0.042,0.143,0.291
iotaPabs[31],0.29,0.048,0.208,0.389
iotaPabs[32],0.328,0.168,0.067,0.65
iotaPabs[33],0.301,0.049,0.209,0.388
iotaPabs[34],0.75,0.141,0.483,0.96
iotaPabs[35],0.203,0.035,0.134,0.267
iotaPabs[36],0.346,0.054,0.251,0.448
iotaPabs[37],0.522,0.09,0.348,0.684
iotaPabs[38],0.172,0.03,0.121,0.228
iotaPabs[39],0.398,0.071,0.265,0.531
iotaPabs[40],0.166,0.026,0.118,0.215
iotaPabs[41],0.229,0.04,0.165,0.304
iotaPabs[42],0.326,0.176,0.057,0.667
iotaPabs[43],0.195,0.036,0.123,0.252
iotaPabs[44],0.127,0.085,0.017,0.289
iotaPabs[45],0.67,0.124,0.447,0.88
iotaPabs[46],0.168,0.028,0.118,0.221
iotaPabs[47],0.169,0.029,0.119,0.226
iotaPabs[48],0.422,0.073,0.299,0.57
iotaPabs[49],0.34,0.171,0.041,0.646
iotaPabs[50],0.353,0.182,0.063,0.692
iotaPabs[51],0.288,0.087,0.131,0.444
iotaPabs[52],0.208,0.037,0.139,0.274
iotaPabs[53],0.271,0.051,0.176,0.365
iotaPabs[54],0.264,0.051,0.161,0.353
iotaPabs[55],0.43,0.092,0.267,0.604
iotaPabs[56],0.205,0.034,0.146,0.268
iotaPabs[57],0.197,0.034,0.133,0.258
iotaPabs[58],0.354,0.177,0.07,0.678
iotaPabs[59],0.236,0.039,0.169,0.31
iotaPabs[60],0.191,0.034,0.133,0.257
iotaPabs[61],0.342,0.091,0.192,0.527
iotaPabs[62],0.307,0.044,0.23,0.395
iotaPabs[63],0.362,0.158,0.099,0.659
iotaPabs[64],0.207,0.041,0.134,0.284
iotaPabs[65],0.232,0.05,0.145,0.323
iotaPabs[66],0.484,0.098,0.307,0.668
iotaN[0],0.553,0.229,0.157,0.938
iotaN[1],0.45,0.139,0.176,0.689
iotaN[2],0.522,0.241,0.11,0.919
iotaN[3],0.72,0.175,0.405,0.98
iotaN[4],0.638,0.188,0.271,0.932
iotaN[5],0.531,0.231,0.146,0.936
iotaN[6],0.528,0.225,0.139,0.922
iotaN[7],0.695,0.182,0.329,0.954
iotaN[8],0.628,0.196,0.28,0.952
iotaN[9],0.18,0.071,0.057,0.305
iotaN[10],0.61,0.225,0.224,0.969
iotaN[11],0.701,0.171,0.372,0.968
iotaN[12],0.594,0.189,0.259,0.917
iotaN[13],0.476,0.146,0.192,0.726
iotaN[14],0.714,0.189,0.357,0.974
iotaN[15],0.658,0.201,0.268,0.956
iotaN[16],0.471,0.138,0.24,0.739
iotaN[17],0.519,0.242,0.103,0.934
iotaN[18],0.635,0.193,0.291,0.954
iotaN[19],0.513,0.228,0.106,0.879
iotaN[20],0.621,0.185,0.284,0.919
iotaN[21],0.536,0.238,0.132,0.942
iotaN[22],0.686,0.185,0.353,0.969
iotaN[23],0.686,0.193,0.347,0.985
iotaN[24],0.392,0.185,0.082,0.729
iotaN[25],0.172,0.061,0.067,0.278
iotaN[26],0.4,0.186,0.072,0.723
iotaN[27],0.534,0.238,0.123,0.929
iotaN[28],0.565,0.225,0.179,0.944
iotaN[29],0.587,0.229,0.187,0.972
iotaN[30],0.745,0.172,0.413,0.982
iotaN[31],0.488,0.178,0.172,0.8
iotaN[32],0.535,0.237,0.131,0.948
iotaN[33],0.456,0.156,0.2,0.753
iotaN[34],0.059,0.071,0.001,0.179
iotaN[35],0.738,0.177,0.407,0.98
iotaN[36],0.669,0.179,0.335,0.943
iotaN[37],0.07,0.071,0.003,0.202
iotaN[38],0.731,0.18,0.4,0.99
iotaN[39],0.448,0.175,0.147,0.767
iotaN[40],0.619,0.192,0.27,0.939
iotaN[41],0.759,0.156,0.47,0.991
iotaN[42],0.55,0.232,0.155,0.936
iotaN[43],0.73,0.179,0.399,0.991
iotaN[44],0.521,0.2,0.134,0.833
iotaN[45],0.746,0.172,0.426,0.981
iotaN[46],0.711,0.186,0.358,0.972
iotaN[47],0.723,0.179,0.386,0.98
iotaN[48],0.782,0.157,0.479,0.985
iotaN[49],0.554,0.228,0.155,0.935
iotaN[50],0.543,0.237,0.151,0.961
iotaN[51],0.632,0.216,0.228,0.958
iotaN[52],0.658,0.185,0.327,0.956
iotaN[53],0.554,0.21,0.162,0.895
iotaN[54],0.746,0.174,0.426,0.985
iotaN[55],0.129,0.118,0.003,0.355
iotaN[56],0.765,0.172,0.43,0.985
iotaN[57],0.748,0.181,0.41,0.994
iotaN[58],0.534,0.235,0.116,0.909
iotaN[59],0.749,0.171,0.449,0.984
iotaN[60],0.724,0.169,0.429,0.968
iotaN[61],0.628,0.186,0.297,0.929
iotaN[62],0.497,0.143,0.266,0.8
iotaN[63],0.598,0.218,0.211,0.947
iotaN[64],0.758,0.169,0.433,0.992
iotaN[65],0.691,0.195,0.322,0.976
iotaN[66],0.747,0.165,0.442,0.989
