ID,stimulus,DV
229,H,.003
229,M,.091
229,N,.119
229,MN,.021
229,U,.007
229,UM,.11
229,UMN,.54
230,D,.017
230,DE,.03
230,DEF,.6889999999999999
230,S,.007
230,E,.573
230,F,.033
230,EF,.124
230,G,.625
230,H,.008
230,M,.079
230,N,.578
230,MN,.055
230,U,.013
230,UM,.069
230,UMN,.758
231,D,.486
231,DE,.706
231,DEF,.789
231,S,.579
231,E,.631
231,F,.5649999999999999
231,EF,.591
231,G,.639
231,H,.611
231,M,.607
231,N,.727
231,MN,.763
231,U,.579
231,UM,.75
231,UMN,.769
232,D,.376
232,DE,.226
232,DEF,.452
232,S,.585
232,E,.288
232,F,.295
232,EF,.093
232,G,.573
232,H,.614
232,M,.056
232,N,.255
232,MN,.182
232,U,.167
232,UM,.296
232,UMN,.246
233,D,.009
233,DE,.043
233,DEF,.077
233,S,.002
233,E,.054
233,F,.042
233,EF,.06
233,G,.021
233,H,.037
233,M,.051
233,N,.042
233,MN,.021
233,U,.048
233,UM,.11
233,UMN,.582
234,D,.345
234,DE,.527
234,DEF,.6919999999999999
234,S,.593
234,E,.323
234,F,.056
234,EF,.183
234,G,.636
234,H,.629
234,M,.5570000000000001
234,N,.156
234,MN,.154
234,U,.6
234,UM,.753
234,UMN,.761
235,D,.144
235,DE,.268
235,DEF,.042
235,S,.038
235,E,.015
235,F,.027
235,EF,.074
235,G,.012
235,H,.031
235,M,.002
235,N,.007
235,MN,.057
235,U,.399
235,UM,.364
235,UMN,.007
236,D,.487
236,DE,.658
236,DEF,.549
236,S,.591
236,E,.57
236,F,.524
236,EF,.679
236,G,.63
236,H,.616
236,M,.419
236,N,.61
236,MN,.5590000000000001
236,U,.387
236,UM,.48
236,UMN,.449
237,D,.354
237,DE,.508
237,DEF,.542
237,S,.601
237,E,.631
237,F,.62
237,EF,.413
237,G,.634
237,H,.616
237,M,.613
237,N,.158
237,MN,.199
237,U,.595
237,UM,.737
237,UMN,.763
238,D,.067
238,DE,.421
238,DEF,.383
238,S,.545
238,E,.122
238,F,.097
238,EF,.312
238,G,.434
238,H,.538
238,M,.031
238,N,.029
238,MN,.059
238,U,.013
238,UM,.2
238,UMN,.082
239,D,.488
239,DE,.6909999999999999
239,DEF,.761
239,S,.495
239,E,.494
239,F,.389
239,EF,.272
239,G,.637
239,H,.612
239,M,.633
239,N,.577
239,MN,.599
239,U,.603
239,UM,.775
239,UMN,.8120000000000001
240,D,.133
240,DE,.285
240,DEF,.632
240,S,.591
240,E,.247
240,F,.6
240,EF,.616
240,G,.533
240,H,.599
240,M,.39
240,N,.308
240,MN,.324
240,U,.584
240,UM,.08
240,UMN,.644
241,D,.063
241,DE,.2
241,DEF,.385
241,S,.5649999999999999
241,E,.164
241,F,.252
241,EF,.105
241,G,.594
241,H,.577
241,M,.348
241,N,.482
241,MN,.71
241,U,.554
241,UM,.706
241,UMN,.787
242,D,.351
242,DE,.733
242,DEF,.635
242,S,.601
242,E,.653
242,F,.388
242,EF,.158
242,G,.452
242,H,.613
242,M,.517
242,N,.5659999999999999
242,MN,.623
242,U,.579
242,UM,.209
242,UMN,.718
243,D,.005
243,DE,.042
243,DEF,.471
243,S,.001
243,E,.165
243,F,.188
243,EF,.022
243,G,.632
243,H,.632
243,M,.396
243,N,.257
243,MN,.022
243,U,.004
243,UM,.108
243,UMN,.608
244,D,.477
244,DE,.664
244,DEF,.637
244,S,.482
244,E,.549
244,F,.335
244,EF,.291
244,G,.585
244,H,.605
244,M,.592
244,N,.6870000000000001
244,MN,.645
244,U,.596
244,UM,.75
244,UMN,.806
245,D,.387
245,DE,.172
245,DEF,.572
245,S,.524
245,E,.049
245,F,.026
245,EF,.078
245,G,.601
245,H,.373
245,M,.029
245,N,.638
245,MN,.033
245,U,.548
245,UM,.569
245,UMN,.638
246,D,.368
246,DE,.096
246,DEF,.399
246,S,.026
246,E,.054
246,F,.101
246,EF,.063
246,G,.011
246,H,.092
246,M,.023
246,N,.136
246,MN,.109
246,U,.032
246,UM,.347
246,UMN,.028
247,D,.497
247,DE,.626
247,DEF,.792
247,S,.598
247,E,.431
247,F,.525
247,EF,.694
247,G,.628
247,H,.624
247,M,.575
247,N,.712
247,MN,.715
247,U,.594
247,UM,.672
247,UMN,.785
248,D,.497
248,DE,.466
248,DEF,.78
248,S,.595
248,E,.548
248,F,.548
248,EF,.48
248,G,.644
248,H,.607
248,M,.62
248,N,.694
248,MN,.476
248,U,.6
248,UM,.744
248,UMN,.8159999999999999
249,D,.471
249,DE,.716
249,DEF,.748
249,S,.013
249,E,.609
249,F,.582
249,EF,.213
249,G,.589
249,H,.13
249,M,.6
249,N,.537
249,MN,.198
249,U,.51
249,UM,.697
249,UMN,.754
250,D,.009
250,DE,.047
250,DEF,.22
250,S,.019
250,E,.382
250,F,.101
250,EF,.058
250,G,.599
250,H,.07
250,M,.109
250,N,.139
250,MN,.025
250,U,.011
250,UM,.305
250,UMN,.496
251,D,.026
251,DE,.163
251,DEF,.087
251,S,.003
251,E,.036
251,F,.119
251,EF,.071
251,G,.017
251,H,.008
251,M,.005
251,N,.068
251,MN,.039
251,U,.016
251,UM,.123
251,UMN,.317
252,D,.49
252,DE,.328
252,DEF,.633
252,S,.489
252,E,.143
252,F,.183
252,EF,.083
252,G,.637
252,H,.614
252,M,.514
252,N,.468
252,MN,.726
252,U,.576
252,UM,.739
252,UMN,.196
253,D,.456
253,DE,.697
253,DEF,.789
253,S,.54
253,E,.379
253,F,.531
253,EF,.59
253,G,.599
253,H,.572
253,M,.554
253,N,.518
253,MN,.592
253,U,.5639999999999999
253,UM,.714
253,UMN,.79
254,D,.369
254,DE,.338
254,DEF,.601
254,S,.533
254,E,.339
254,F,.185
254,EF,.117
254,G,.581
254,H,.554
254,M,.265
254,N,.347
254,MN,.099
254,U,.317
254,UM,.476
254,UMN,.746
255,D,.484
255,DE,.735
255,DEF,.793
255,S,.569
255,E,.631
255,F,.58
255,EF,.724
255,G,.621
255,H,.593
255,M,.596
255,N,.677
255,MN,.593
255,U,.581
255,UM,.747
255,UMN,.77
256,D,.3
256,DE,.265
256,DEF,.695
256,S,.096
256,E,.109
256,F,.02
256,EF,.11
256,G,.012
256,H,.357
256,M,.017
256,N,.026
256,MN,.057
256,U,.598
256,UM,.548
256,UMN,.224
257,D,.501
257,DE,.696
257,DEF,.759
257,S,.592
257,E,.632
257,F,.593
257,EF,.643
257,G,.615
257,H,.624
257,M,.63
257,N,.729
257,MN,.54
257,U,.601
257,UM,.747
257,UMN,.79
258,D,.427
258,DE,.614
258,DEF,.794
258,S,.584
258,E,.55
258,F,.574
258,EF,.614
258,G,.424
258,H,.614
258,M,.629
258,N,.584
258,MN,.77
258,U,.6
258,UM,.75
258,UMN,.796
259,D,.028
259,DE,.12
259,DEF,.089
259,S,.004
259,E,.476
259,F,.056
259,EF,.11
259,G,.624
259,H,.009
259,M,.034
259,N,.354
259,MN,.042
259,U,.085
259,UM,.097
259,UMN,.067
260,D,.345
260,DE,.528
260,DEF,.759
260,S,.587
260,E,.569
260,F,.459
260,EF,.293
260,G,.519
260,H,.402
260,M,.615
260,N,.379
260,MN,.319
260,U,.606
260,UM,.733
260,UMN,.778
261,D,.349
261,DE,.491
261,DEF,.52
261,S,.523
261,E,.624
261,F,.553
261,EF,.488
261,G,.62
261,H,.59
261,M,.461
261,N,.597
261,MN,.496
261,U,.5590000000000001
261,UM,.514
261,UMN,.8179999999999999
262,D,.368
262,DE,.121
262,DEF,.391
262,S,.375
262,E,.108
262,F,.196
262,EF,.065
262,G,.52
262,H,.523
262,M,.045
262,N,.09
262,MN,.052
262,U,.603
262,UM,.066
262,UMN,.236
263,D,.493
263,DE,.8159999999999999
263,DEF,.699
263,S,.595
263,E,.144
263,F,.148
263,EF,.149
263,G,.632
263,H,.613
263,M,.071
263,N,.203
263,MN,.154
263,U,.593
263,UM,.668
263,UMN,.789
264,D,.029
264,DE,.143
264,DEF,.071
264,S,.314
264,E,.338
264,F,.127
264,EF,.091
264,G,.5610000000000001
264,H,.5600000000000001
264,M,.263
264,N,.097
264,MN,.052
264,U,.174
264,UM,.455
264,UMN,.513
265,D,.5
265,DE,.5639999999999999
265,DEF,.743
265,S,.598
265,E,.641
265,F,.633
265,EF,.66
265,G,.632
265,H,.626
265,M,.626
265,N,.624
265,MN,.718
265,U,.592
265,UM,.587
265,UMN,.731
266,D,.491
266,DE,.623
266,DEF,.8090000000000001
266,S,.594
266,E,.581
266,F,.624
266,EF,.52
266,G,.548
266,H,.536
266,M,.416
266,N,.471
266,MN,.606
266,U,.606
266,UM,.732
266,UMN,.782
267,D,.065
267,DE,.155
267,DEF,.099
267,S,.404
267,E,.5659999999999999
267,F,.534
267,EF,.167
267,G,.633
267,H,.613
267,M,.547
267,N,.5
267,MN,.554
267,U,.509
267,UM,.272
267,UMN,.584
